o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
47778,947,F,14186.25,1993-02-15,1-URGENT,Clerk#000000479,0,refully. final accounts nag across the slyly ironic foxes. quickly ,947,Customer#000000947,"iDsn9vAovHabtMAU,v utg4f3j",22,32-838-393-6825,4092.24,BUILDING,"beans use blithely across the carefully pending accounts. bold, even deposits boost blithely. express, "
47843,97,F,145605.79,1992-03-17,1-URGENT,Clerk#000000497,0,eodolites cajole slyly. quickly ironic foxes integrate after,97,Customer#000000097,"dqBtMIPJhk1,ivXIr NZf",17,27-588-919-5638,2164.48,AUTOMOBILE,cial instructions. dependencies boost furiously; quickly final requests w
47872,797,F,202900.19,1994-06-13,1-URGENT,Clerk#000000083,0,", even requests sleep foxes. bravely regular dependencies haggle a",797,Customer#000000797,QNkGsrVNxQ Uf1ZuvpRUhUqwXvrRRASVJ,0,10-994-609-7082,3063.11,HOUSEHOLD," idle requests. bold platelets alongside of the bold, ironic packages print final packages. unusual, quick "
47873,449,F,132396.83,1993-11-14,1-URGENT,Clerk#000000851,0,"ar, even dolphins sleep. carefully regular foxes haggle ",449,Customer#000000449,oI63QtBSm2Phlz3ZQTDOJmBCR5Vp9pXIANPSj4f,4,14-893-381-6454,3001.94,MACHINERY,its. blithely special ideas affix alongside of the sometimes 
47905,740,F,99631.37,1994-04-02,1-URGENT,Clerk#000000972,0,s use boldly. blithely ironic accounts wake bl,740,Customer#000000740,moM kCzLz4rzp a8tANsfu6aDQaMEPkgkK,10,20-215-156-3727,1733.76,BUILDING,ecial requests around the quickly f
48004,382,O,211680.36,1998-01-18,1-URGENT,Clerk#000000625,0,requests. carefully ironic excuses boost carefully according ,382,Customer#000000382,7NKqeREgVhE8tGq11bL9W4Vs9mQyn6uM,8,18-942-650-6657,6269.42,AUTOMOBILE,s are sometimes along the blithely pending requests. slyly regular platelets affix
48033,661,O,2995.75,1996-07-28,1-URGENT,Clerk#000000857,0,"nal, thin accounts ca",661,Customer#000000661,",eA4xy95eVuVdF7,GQGvHM",4,14-983-203-6472,1735.44,HOUSEHOLD, accounts wake blithely. express dino
48035,824,F,80002.94,1994-04-01,1-URGENT,Clerk#000000229,0,es. even ideas play among the pen,824,Customer#000000824,BjuAVFrKU6L08nAU9ZT,18,28-454-124-5859,6840.29,AUTOMOBILE,anently bold deposits. furiously final deposit
48036,325,O,172630.93,1996-03-02,1-URGENT,Clerk#000000149,0,"old platelets-- final, special foxes det",325,Customer#000000325,2riWXxFXyQYI2EH4dQ8esNUbMZWIPHKNwb8J,15,25-823-702-9630,2377.34,HOUSEHOLD,nstructions. silent packages haggle ca
48037,244,O,79674.91,1995-09-16,1-URGENT,Clerk#000000791,0,lar deposits. blithely pending deposits unwind slyl,244,Customer#000000244,mp5PoCm5QlRbSgCLAacY6x3M5v,15,25-621-225-8173,2506.38,HOUSEHOLD,egrate slyly along the blithely final requests. regular de
48069,731,O,3658.18,1996-04-30,1-URGENT,Clerk#000000159,0,slyly sly dependencies alongsi,731,Customer#000000731,"o,OMA859cXnOy o",7,17-731-915-9753,9311.17,MACHINERY,"yly regular requests among the blithely regular excuses are slyly about the bold, regular foxes. dependencies wa"
48192,892,F,176659.15,1994-12-17,1-URGENT,Clerk#000000540,0,eodolites cajole fluffily after ,892,Customer#000000892,"ergvIaqviGVgfR4iUwy,l",9,19-589-784-1249,4799.98,FURNITURE,es sleep sometimes furiously regular accounts. slyly ironic instructions could have to nag
48194,161,O,125186.2,1997-10-08,1-URGENT,Clerk#000000134,0,ag. final foxes cajole slyly. even theodolites ar,161,Customer#000000161,ZC9Gu1dyHl7J,7,17-805-718-2449,3714.06,MACHINERY,quickly according to the furiously ironic theodolites. finally final instructions wake bl
48196,467,O,140586.59,1998-01-16,1-URGENT,Clerk#000000879,0,structions. even requests wake slyly alongside of the furiously ironic courts.,467,Customer#000000467,"REv9GK,DnaV Ue6",11,21-449-581-5158,9398.51,MACHINERY,instructions? furiously silent instructi
48198,322,F,139255.13,1994-11-21,1-URGENT,Clerk#000000396,0,. furiously ironic theodolites are blithely abo,322,Customer#000000322,Q49touHjVcMk3,20,30-660-202-7517,4489.98,HOUSEHOLD,sts-- slyly special platelets cajole blithely blithely pending pinto b
48227,568,O,263990.64,1998-07-13,1-URGENT,Clerk#000000562,0," haggle special, slow requests. carefully brave",568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
48259,442,F,155678.81,1993-10-14,1-URGENT,Clerk#000000735,0,al packages affix about the regul,442,Customer#000000442,AwKQtMhlfcZOHser,1,11-240-523-8711,4157.0,FURNITURE, carefully pending packages wake slyly across the requests. sometimes final depo
48417,310,O,7566.19,1997-12-24,1-URGENT,Clerk#000000326,0, blithely unusual deposits are among the fluff,310,Customer#000000310,"b1DOVFGfibKUhk tOjE9toIf,rENmRZwte",1,11-838-647-9285,3186.57,FURNITURE, among the blithely dogged pinto bea
48449,991,P,61247.29,1995-03-22,1-URGENT,Clerk#000000808,0,its integrate slyly. blithely final deposits c,991,Customer#000000991,OgZkswZKF7,21,31-977-971-6175,6533.53,AUTOMOBILE,"y final packages. regular, even pinto beans wake. bold packages run furiously. furious, regular d"
48450,215,O,173876.41,1997-04-30,1-URGENT,Clerk#000000581,0,ct carefully. requests wa,215,Customer#000000215,"TjTUuQpJNMsj2T,q 2AknlE5b4AFESCKHHuK",9,19-564-446-4758,3379.2,FURNITURE,platelets x-ray blithely regular depo
48454,661,O,93972.92,1996-03-16,1-URGENT,Clerk#000000007,0,ffily ironic pearls. blithely blithe,661,Customer#000000661,",eA4xy95eVuVdF7,GQGvHM",4,14-983-203-6472,1735.44,HOUSEHOLD, accounts wake blithely. express dino
48455,826,F,241973.6,1994-06-03,1-URGENT,Clerk#000000777,0,ow accounts cajole blithely ,826,Customer#000000826,MV2r62CmrDa,13,23-762-328-7631,8938.14,BUILDING,r asymptotes. fluffily regular accounts detect blithely about the quickly fin
48480,265,F,109802.7,1993-01-03,1-URGENT,Clerk#000000402,0,refully even packages. quickly pending accounts except the re,265,Customer#000000265, yJIACHUobrgPnTqp8sRyF9xlSN0MPMQI7O,17,27-716-734-2046,8275.8,MACHINERY,the fluffily regular requests engage
48483,424,F,392614.07,1994-12-11,1-URGENT,Clerk#000000378,0, requests sleep quickly against the carefully special deposi,424,Customer#000000424,JWOLXHE9mRjh 0Oy0Z,19,29-891-311-6778,1866.42,HOUSEHOLD,"carefully. ironic, ironic instructions nag across the "
48515,256,O,174294.45,1995-12-21,1-URGENT,Clerk#000000500,0,tions are. furiously ironic attainments among the final platelets print bli,256,Customer#000000256,"NhUqKL2JS,iems1ev2gWpioYLG7",10,20-229-271-4429,1299.92,HOUSEHOLD,"ously fluffily regular packages. requests are. requests are slyly. packages sleep. silent, final theodolites wake"
48519,862,O,235107.55,1998-03-02,1-URGENT,Clerk#000000939,0,"gular, even platelets cajole quickly furiously ironic packag",862,Customer#000000862,tGQ10JcBSySepgR80hiblfVJEqEg0uIGHjmc,2,12-479-479-6941,2338.92,MACHINERY,long the even platelets. pinto beans nag slyly bold requests. slyly regular theodolites boost s
48579,421,O,98546.61,1996-10-13,1-URGENT,Clerk#000000085,0,e fluffily between the fluffily regular,421,Customer#000000421,JyXE6GG1qMShSKEu,13,23-918-228-2560,7073.17,FURNITURE,ly express deposits sleep slyly. express instruct
48610,268,F,201451.82,1993-03-18,1-URGENT,Clerk#000000979,0,es. furiously special asymptotes sleep. final grouches alongside ,268,Customer#000000268,"zG8faDcBLcRU,ZIzQN,VnOd,6FJH13Otg9O0A",3,13-720-469-5207,6821.01,MACHINERY,y pending foxes was furiously carefully regular pinto beans. carefull
48614,697,F,103136.27,1992-06-01,1-URGENT,Clerk#000000349,0, furiously ironic requests cajole deposits. quickly fin,697,Customer#000000697,glvNkp762nND1kCrR,4,14-613-651-2263,8121.84,AUTOMOBILE,ithely thin deposits are busily among the special accounts. slyly quick packages integrate. fluffil
48674,598,O,191531.5,1996-01-10,1-URGENT,Clerk#000000641,0,eep carefully patterns. slyly pending accounts alongside of the packages wak,598,Customer#000000598,Siofl5l1QU,9,19-113-384-3847,3244.78,FURNITURE,y regular accounts according to the ironic requests haggle final instructions. blithely unusual decoys against
48739,7,O,105262.51,1997-08-30,1-URGENT,Clerk#000000834,0," instructions sleep-- special, ironic accounts haggle slyly. carefully iro",7,Customer#000000007,8OkMVLQ1dK6Mbu6WG9 w4pLGQ n7MQ,18,28-190-982-9759,9561.95,AUTOMOBILE,"ounts. ironic, regular accounts sleep. final requests haggle quickly after the"
48769,142,O,130607.67,1995-10-06,1-URGENT,Clerk#000000892,0,ously special patterns abou,142,Customer#000000142,rDhVFvyfHIDoF YHJFRBQSdfulY0,9,19-407-425-2584,2209.81,AUTOMOBILE,lyly carefully final grouches. 
48803,172,F,112278.1,1992-11-10,1-URGENT,Clerk#000000327,0,uests among the fluffily final deposits wake never express accounts-- blit,172,Customer#000000172,"hvKNg7fZkY5QOzeelV,t4",22,32-178-964-1847,1134.4,MACHINERY,y final asymptotes detect quickly acro
48836,34,F,122261.9,1994-02-15,1-URGENT,Clerk#000000519,0, furiously special ide,34,Customer#000000034,"bUkRv2UNDOtEycuW,RuKn0eYg6",15,25-344-968-5422,8589.7,HOUSEHOLD,s. furiously final asymptotes wake. ironic fo
48839,568,F,100882.89,1993-07-11,1-URGENT,Clerk#000000856,0,requests sleep spec,568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
48871,395,O,9825.64,1997-07-06,1-URGENT,Clerk#000000351,0, busy instructions doze quickly. carefully ironic accounts hang b,395,Customer#000000395,"Q,U KVoFV4",15,25-804-388-6600,4582.28,HOUSEHOLD,nal requests haggle after the carefully ironic asymptotes. theodolites are blithely 
48896,913,F,37230.25,1994-10-29,1-URGENT,Clerk#000000361,0,he even theodolites. slyly permanent packages according ,913,Customer#000000913,RCJd97HzePqdmZqv,14,24-500-946-3315,6935.16,FURNITURE,symptotes. platelets are carefully carefully special foxes. carefully unusua
48965,695,F,134013.32,1993-03-25,1-URGENT,Clerk#000000586,0, deposits. quickly pending requests solve fluffily ironic decoys. ironic,695,Customer#000000695,MP7RNboO0zyThPCqVl4iV,8,18-131-151-7466,9126.54,FURNITURE,unts sleep besides the furiously unusual 
49028,640,O,29426.32,1996-12-06,1-URGENT,Clerk#000000012,0,unusual pinto beans sleep regular dolphins. somas after the,640,Customer#000000640,IXwH 0sD0BilkWKjcyo,2,12-702-315-6637,3025.84,HOUSEHOLD,. thin warthogs are furiously among the regular asymptotes. quickly f
49088,937,F,260587.89,1994-09-24,1-URGENT,Clerk#000000680,0,"g packages. silent, regular pac",937,Customer#000000937,yz kUDJNb9dtNRSPR,23,33-869-990-3946,668.51,AUTOMOBILE,y final ideas against the ideas cajole blithely fl
49089,775,F,111468.99,1993-05-29,1-URGENT,Clerk#000000956,0,ully carefully express de,775,Customer#000000775,pKXeWL73Mi3TFFeeYBxCCTnY,17,27-903-936-7924,1376.67,BUILDING,"the accounts. unusual foxes cajole across the furiously special pinto beans. regular, pending deposits sl"
49124,397,O,146795.48,1996-12-29,1-URGENT,Clerk#000000165,0,re. blithely unusual platelets cajole stealthily above the quickly ,397,Customer#000000397,ns9YphhSV8Fpn8,7,17-103-357-8777,709.46,FURNITURE,dolites? bold packages haggle carefully after the slyly enticing packages. blithely bo
49222,590,O,70503.61,1998-04-24,1-URGENT,Clerk#000000750,0,s. regular dolphins sleep furiously across the unusual ac,590,Customer#000000590,XzjJJr14j2auh5s0h9KH5RiFgy0VViy7,8,18-734-215-6394,3993.54,MACHINERY,ourts sleep quickly quickly final packages. furiously silent dependencies impress quickly. final frets de
49251,752,F,231202.51,1993-11-23,1-URGENT,Clerk#000000401,0,"the final, even accounts.",752,Customer#000000752,hyNmQPb6MOcNbfySRGv1ADjRCju6uBw,8,18-924-993-6038,8363.66,MACHINERY, nag furiously ironic instructions. quickly unusual ideas are against the final reques
49281,961,F,104727.96,1995-02-05,1-URGENT,Clerk#000000619,0,tly ironic dolphins. closely bold pinto beans m,961,Customer#000000961,W0SZ2oflx9aWTggtwSk3OEIXsubXTbGbD,12,22-989-463-6089,6963.68,MACHINERY,use furiously across the final deposits. quickly 
49286,737,O,258733.89,1997-03-31,1-URGENT,Clerk#000000831,0, ironically at the slyly regular platelets!,737,Customer#000000737,"eNHkZHYWXIpf8Ct,F2Aej BwxkZ6LTW",18,28-658-938-1102,2501.74,AUTOMOBILE,ackages. blithely daring packages detect slyly around the carefully busy excuses. f
49312,166,F,279660.92,1995-02-22,1-URGENT,Clerk#000000097,0,riously even deposits wake carefully. furiously even fo,166,Customer#000000166,",Vj4kzvCbTUmhLNSVjuyf8716NF5SddgDMY",10,20-320-530-5920,2042.21,FURNITURE,"osits. regular, express deposits hang closely blithely regular platelets. unusual theodolites haggle fluf"
49348,46,O,274742.02,1997-03-15,1-URGENT,Clerk#000000189,0,ideas cajole carefully along the furiously,46,Customer#000000046,"NQ7345EZ,fS",6,16-357-681-2007,5744.59,AUTOMOBILE,"equests integrate fluffily after the carefully special accounts. fluffily regular deposits eat slyly ironic, "
49412,724,F,98846.33,1994-03-08,1-URGENT,Clerk#000000338,0, integrate quickly. requests sleep carefully across th,724,Customer#000000724,"OlS,MEFZtVfLOOmfA2s,i82",5,15-316-638-4703,3035.29,AUTOMOBILE," pending, regular requests cajole. fluffily express deposits around the quietly "
49445,950,O,206141.06,1998-03-07,1-URGENT,Clerk#000000120,0,es wake quickly across ,950,Customer#000000950,"FIXCUPBWTEDSeIAKRNr9,348yIuQyObAja15",15,25-849-760-2017,9609.77,FURNITURE,longside of the blithely even courts. regular packages integrate furiously fina
49446,937,O,104909.67,1997-09-28,1-URGENT,Clerk#000000050,0,ously bold theodolites. carefully even,937,Customer#000000937,yz kUDJNb9dtNRSPR,23,33-869-990-3946,668.51,AUTOMOBILE,y final ideas against the ideas cajole blithely fl
49506,10,O,152699.84,1997-04-26,1-URGENT,Clerk#000000497,0,tructions sublate stealth,10,Customer#000000010,"Vf mQ6Ug9Ucf5OKGYq fsaX AtfsO7,rwY",5,15-741-346-9870,2753.54,HOUSEHOLD,g quickly after the evenly bold
49571,487,O,124930.33,1996-10-11,1-URGENT,Clerk#000000631,0,riously express escapades. blithely final,487,Customer#000000487,"D7O0FSNqLSd,AccfbWb,5l7xk9",2,12-111-401-4259,9749.37,AUTOMOBILE, requests. furiously pending dolphins accordi
49573,883,O,19915.06,1997-12-25,1-URGENT,Clerk#000000337,0,tes. furiously final dolphins affix furiously fluffily even accounts. caref,883,Customer#000000883,B5aS 5d6Vg22nO8,3,13-526-239-6950,479.96,FURNITURE," instructions use furiously after the instructions. ironic,"
49633,530,F,276226.39,1993-02-04,1-URGENT,Clerk#000000736,0,egular packages cajole slyly carefully final de,530,Customer#000000530,"wkUqoUkU2,o9xshJ C4oqtsP HAMt8bnw93tj",13,23-614-884-1055,4990.92,BUILDING,tions. regular deposits above the dolphins detect fluffily according to the e
49671,94,O,41714.17,1996-11-26,1-URGENT,Clerk#000000313,0,s are about the bravely unusual asymptotes. fluf,94,Customer#000000094,jL5dieRgyG9OhRN7HgXbLVK2ZRlMQ3NvvL,9,19-953-499-8833,5500.11,HOUSEHOLD,"ges wake deposits. unusual, special forges wake. final packages cajole blithely across the special dolphins. "
49700,391,O,219467.12,1996-07-31,1-URGENT,Clerk#000000270,0,uriously even packages wake slyly even dolphins: carefully ironic req,391,Customer#000000391,"BZ,850WgpZ0YSFs79Sb",11,21-604-451-4462,4801.3,HOUSEHOLD,tions wake about the blithely final instructions. excuses sleep regular requests. slyly 
49857,22,O,162522.13,1997-03-04,1-URGENT,Clerk#000000157,0,fluffily pending ideas. final ideas among,22,Customer#000000022,"biUBW,0ldzWGT91Doo5b77G6N3Bp",3,13-806-545-9701,591.98,MACHINERY,s. theodolites nag blithely final packages. finall
49924,88,P,140513.16,1995-05-26,1-URGENT,Clerk#000000201,0,special accounts boost even acco,88,Customer#000000088,wyGHpeRMt mxmd8fEelFiXMTHnVg3OL,16,26-516-273-2566,8031.44,AUTOMOBILE,ts. unusual foxes use excuses; final courts doubt special packages. furiously regular platelets abo
49954,997,F,102748.07,1992-02-28,1-URGENT,Clerk#000000792,0,lar packages nag blithely about the slyly e,997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
50049,493,O,198720.62,1996-01-30,1-URGENT,Clerk#000000087,0, quickly about the bold accounts. excu,493,Customer#000000493,lrN9pIuEppyKZrua8QU5w9OJloy6VP,16,26-514-558-7246,6582.04,MACHINERY,es wake carefully bold courts. regular instructions nag. even pinto beans nag slyly fluffily fin
50050,610,F,230927.53,1993-12-21,1-URGENT,Clerk#000000744,0,rts after the blithel,610,Customer#000000610,"mCS9LcAZGKtnr,",11,21-782-663-7023,3374.92,BUILDING," regular, quick requests. slyly ironic accounts integrate c"
50114,269,O,196908.35,1996-11-29,1-URGENT,Clerk#000000989,0, packages wake carefu,269,Customer#000000269,iTGflSIbcarrTo5wqEa9CvL1bohYAV9MxY5IZKJ,14,24-570-874-6232,7667.35,MACHINERY,slyly express dolphins. requests sleep slyly above the special p
50115,898,F,243469.69,1993-11-05,1-URGENT,Clerk#000000888,0,haggle blithely unusual packages. furiously fi,898,Customer#000000898,i w insq M15hshpIX8mFIPZ7Z02536wckuR51v9,3,13-265-738-4361,8137.24,AUTOMOBILE,ar accounts are furiously bold waters? packages sleep ironic pinto beans-- carefully bold pinto beans detect blithel
50116,410,O,88983.27,1996-05-09,1-URGENT,Clerk#000000828,0,xpress foxes haggle bravely accounts. carefully unusual a,410,Customer#000000410,E2QGYyraR0L26IfMJZd,7,17-576-345-5940,4349.27,BUILDING,"s wake carefully according to the ironic, ironic ideas. r"
50117,878,O,33774.43,1995-06-04,1-URGENT,Clerk#000000215,0,riously special pinto,878,Customer#000000878,"K6ojYIxkvGXcy7Ju2SBXWjI,0jLckq",15,25-465-180-9022,8781.53,FURNITURE,the quickly final deposits affix slyly a
50144,949,F,145071.03,1992-06-08,1-URGENT,Clerk#000000657,0,yly upon the dependencies: pending pinto beans hang slyly final,949,Customer#000000949,zcpPpjLJ4esFdiX3u72jTc SgJ,2,12-391-316-1861,5340.67,AUTOMOBILE,into beans. deposits use. packages according to the slyly ironic re
50178,434,F,46146.14,1992-04-22,1-URGENT,Clerk#000000008,0,"en dependencies nag even, unusual asymptotes.",434,Customer#000000434,VfkqLZJwWeqVehJMwdzK,3,13-325-443-1474,2940.46,MACHINERY," final pinto beans sleep according to the regular, even requests. requests alo"
50244,451,F,27585.16,1992-07-15,1-URGENT,Clerk#000000589,0," nag fluffily. regular, spe",451,Customer#000000451,"2hg7o,oG0p0,L21suNdY",20,30-939-275-3248,2110.59,HOUSEHOLD,ously over the instructions. blithely regular excuses
50272,863,F,99576.8,1993-09-21,1-URGENT,Clerk#000000780,0,fter the packages. req,863,Customer#000000863,sCQppvxafgcQvkZuAcOTPt5JcNsot,3,13-801-392-5922,5274.52,AUTOMOBILE,ly above the asymptotes. unusual escapades among the furious
50273,823,F,8931.52,1994-05-10,1-URGENT,Clerk#000000281,0,"y regular, ironic deposits. slyly i",823,Customer#000000823,kxCcxifuuT9S2naKMuLEj3,0,10-109-430-5638,738.79,AUTOMOBILE,ully regular ideas wake slyly regular foxes. unusual platelets eat furiously above the slyly
